RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPE,COD_DEPE2,LATITUD,LONGITUD,RURAL_RBD,PAGO_MENSUAL,MAT_TOTAL,CUR_SIM_TOT,DC_TOT,ratio_alumno_docente,ratio_alumno_curso,categoria_dependencia,PAGO_MENSUAL_NORM,orden_precio,simce_4b_lectura_2024,simce_4b_matematica_2024,simce_2m_lectura_2024,simce_2m_matematica_2024
25695,COLEGIO DE LA INMACULADA CONCEPCIÓN,13401,SAN BERNARDO,3,2,"-33,590363940000000","-70,70582816000000",0,MAS DE $100.000,957,30,64.0,14.953125,31.9,PARTICULAR_SUBV,MAS DE $100.000,5,292.0,269.0,273.0,288.0
25697,COLEGIO O`HIGGINS,13501,MELIPILLA,3,2,"-33,690433980000000","-71,21848353000000",0,GRATUITO,488,14,31.0,15.741935483870968,34.857142857142854,PARTICULAR_SUBV,GRATUITO,0,281.0,258.0,264.0,267.0
25698,COLEGIO CORDILLERA DE LOS ANDES,13401,SAN BERNARDO,1,1,"-33,595566069999990","-70,67585805000000",0,GRATUITO,691,25,54.0,12.796296296296296,27.64,MUNICIPAL_CORP,GRATUITO,0,247.0,224.0,,
25700,COLEGIO LOS ALPES MAIPU,13119,MAIPU,3,2,"-33,565180400000000","-70,78133492000001",0,$50.001 A $100.000,905,28,44.0,20.568181818181817,32.32142857142857,PARTICULAR_SUBV,$50.001 A $100.000,4,286.0,269.0,254.0,241.0
25703,COLEGIO PART. ALCANTARA DE LA FLORIDA,13110,LA FLORIDA,3,2,"-33,510262530000000","-70,61004062000001",0,MAS DE $100.000,718,22,33.0,21.75757575757576,32.63636363636363,PARTICULAR_SUBV,MAS DE $100.000,5,314.0,298.0,297.0,359.0
25704,COLEGIO PART. ALCANTARA DE LA CORDILLERA,13110,LA FLORIDA,3,2,"-33,522474910000000","-70,58597197000000",0,MAS DE $100.000,1113,30,43.0,25.88372093023256,37.1,PARTICULAR_SUBV,MAS DE $100.000,5,310.0,301.0,288.0,325.0
25705,ESCUELA DE PÁRVULOS PARTICULAR Nº 1930 MIS AMIGUITOS,13111,LA GRANJA,3,2,"-33,555756000000000","-70,62327600000000",0,GRATUITO,70,3,4.0,17.5,23.33333333333333,PARTICULAR_SUBV,GRATUITO,0,,,,
25709,LINCOLN COLLEGE LA FLORIDA,13110,LA FLORIDA,3,2,"-33,543938169999990","-70,56948472000001",0,$50.001 A $100.000,1144,35,53.0,21.58490566037736,32.68571428571428,PARTICULAR_SUBV,$50.001 A $100.000,4,274.0,246.0,271.0,260.0
25710,ESCUELA ESPECIAL PART. DAME LA MANO,13105,EL BOSQUE,3,2,"-33,568607000000000","-70,66659500000000",0,GRATUITO,118,8,5.0,23.6,14.75,PARTICULAR_SUBV,GRATUITO,0,,,,
25711,ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI,13404,PAINE,2,1,"-33,810084869999990","-70,73441375000000",0,GRATUITO,1124,28,68.0,16.529411764705884,40.142857142857146,MUNICIPAL_DAEM,GRATUITO,0,233.0,219.0,227.0,229.0
25712,COLEGIO PART. ANDARES DE LA FLORIDA,13110,LA FLORIDA,3,2,"-33,523081610000000","-70,58408239000001",0,MAS DE $100.000,247,12,30.0,8.233333333333333,20.58333333333333,PARTICULAR_SUBV,MAS DE $100.000,5,272.0,234.0,250.0,227.0
25713,COLEGIO PART. MANANTIAL DE LA FLORIDA,13110,LA FLORIDA,3,2,"-33,521060460000000","-70,55920290000000",0,MAS DE $100.000,513,19,39.0,13.153846153846152,27.0,PARTICULAR_SUBV,MAS DE $100.000,5,281.0,263.0,275.0,301.0
25714,COLEGIO PART. INSTITUTO CORINTIO,13401,SAN BERNARDO,3,2,"-33,597449050000000","-70,71413844999999",0,$50.001 A $100.000,751,24,32.0,23.46875,31.291666666666668,PARTICULAR_SUBV,$50.001 A $100.000,4,267.0,250.0,263.0,216.0
25716,COLEGIO PART. NEW HEINRICH HIGH SCHOOL,13120,NUNOA,3,2,"-33,467847820000000","-70,59862765000000",0,$50.001 A $100.000,819,25,45.0,18.2,32.76,PARTICULAR_SUBV,$50.001 A $100.000,4,298.0,266.0,266.0,276.0
25717,COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN,13122,PENALOLEN,3,2,"-33,476871680000000","-70,53992443999999",0,MAS DE $100.000,1585,43,58.0,27.32758620689655,36.86046511627907,PARTICULAR_SUBV,MAS DE $100.000,5,325.0,300.0,292.0,360.0
25718,COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,13130,SAN MIGUEL,3,2,"-33,506345060000000","-70,65462954000000",0,MAS DE $100.000,259,12,20.0,12.95,21.58333333333333,PARTICULAR_SUBV,MAS DE $100.000,5,292.0,297.0,245.0,216.0
25719,ESC. DE PARVULOS LOS OSITOS DE PUDAHUEL,13124,PUDAHUEL,3,2,"-33,445107000000000","-70,75340000000000",0,GRATUITO,53,2,4.0,13.25,26.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25722,COLEGIO PART. PATRONA SENORA DE LOURDES,13110,LA FLORIDA,3,2,"-33,520395350000000","-70,56913183000000",0,MAS DE $100.000,914,28,57.0,16.035087719298247,32.642857142857146,PARTICULAR_SUBV,MAS DE $100.000,5,290.0,276.0,273.0,305.0
25723,COLEGIO PART. ALTAMIRA-ADULTOS,13122,PENALOLEN,3,2,"-33,479020000000000","-70,53789500000001",0,GRATUITO,51,3,6.0,8.5,17.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25724,COLEGIO PARTICULAR ANTILHUE,13110,LA FLORIDA,4,3,"-33,524499740000000","-70,58378491000001",0,MAS DE $100.000,886,31,50.0,17.72,28.580645161290324,PARTICULAR_PAGADO,MAS DE $100.000,5,310.0,298.0,281.0,353.0
25725,ESCUELA PART. NAHUEL,13404,PAINE,3,2,"-33,802450620000000","-70,71394222000001",0,$50.001 A $100.000,1121,35,19.0,59.0,32.02857142857143,PARTICULAR_SUBV,$50.001 A $100.000,4,312.0,304.0,300.0,348.0
25726,ESCUELA PARTICULAR SANTA LAURA DE MELIPILLA,13501,MELIPILLA,3,2,"-33,699550000000000","-71,21766000000000",0,GRATUITO,171,18,14.0,12.214285714285714,9.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25727,LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,13109,LA CISTERNA,3,2,"-33,530565650000000","-70,66225953999999",0,$50.001 A $100.000,1564,41,76.0,20.57894736842105,38.14634146341464,PARTICULAR_SUBV,$50.001 A $100.000,4,274.0,271.0,262.0,294.0
25733,ESCUELA PART. SANTA TERESA DE QUILICURA,13125,QUILICURA,3,2,"-33,355493210000000","-70,73990359000000",0,GRATUITO,1400,34,45.0,31.11111111111111,41.1764705882353,PARTICULAR_SUBV,GRATUITO,0,321.0,316.0,,
25735,CENTRO EDUCACIONAL DE ADULTOS SAN ALFONSO,13201,PUENTE ALTO,3,2,"-33,616222000000000","-70,60895499999999",0,GRATUITO,406,13,39.0,10.41025641025641,31.23076923076923,PARTICULAR_SUBV,GRATUITO,0,,,,
25736,CENTRO EDUC. DE ADULTOS ISABEL LA CATOLICA,13201,PUENTE ALTO,3,2,"-33,581080000000000","-70,59663000000000",0,GRATUITO,339,11,20.0,16.95,30.818181818181817,PARTICULAR_SUBV,GRATUITO,0,,,,
25737,COLEGIO PART. ACROPOLIS,13201,PUENTE ALTO,3,2,"-33,588707900000000","-70,56735088000001",0,$10.001 A $25.000,743,21,43.0,17.27906976744186,35.38095238095238,PARTICULAR_SUBV,$10.001 A $25.000,2,266.0,242.0,238.0,231.0
25738,ESCUELA BASICA PARTICULAR SAN JOSE DE  MELIP¦,13501,MELIPILLA,3,2,"-33,686963230000000","-71,21758155000001",0,$25.001 A $50.000,301,10,15.0,20.066666666666663,30.1,PARTICULAR_SUBV,$25.001 A $50.000,3,241.0,234.0,,
25739,COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,13119,MAIPU,3,2,"-33,512848490000000","-70,76890982000000",0,$50.001 A $100.000,1050,32,65.0,16.153846153846153,32.8125,PARTICULAR_SUBV,$50.001 A $100.000,4,267.0,266.0,266.0,236.0
25740,ESC. ESP. PART. SANTA TERESITA DE LOS ANDES,13201,PUENTE ALTO,3,2,"-33,575429999999990","-70,55333000000000",0,GRATUITO,104,8,6.0,17.333333333333332,13.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25741,ESC. ESPECIAL RUGENDAS,13103,CERRO NAVIA,3,2,"-33,426586000000000","-70,72763999999999",0,GRATUITO,126,10,8.0,15.75,12.6,PARTICULAR_SUBV,GRATUITO,0,,,,
25742,ESCUELA ESP. PART. S.M. CRECER,13604,PADRE HURTADO,3,2,"-33,563983999999990","-70,80464000000001",0,GRATUITO,90,11,9.0,10.0,8.181818181818182,PARTICULAR_SUBV,GRATUITO,0,,,,
25743,ESC. DE PARVULOS PART. LA FAROLA,13105,EL BOSQUE,3,2,"-33,562370000000000","-70,68098000000001",0,GRATUITO,40,4,4.0,10.0,10.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25747,ESC. DE PARV. Y ESP. CARACOLA,13401,SAN BERNARDO,3,2,"-33,601276000000000","-70,69292000000000",0,GRATUITO,145,13,9.0,16.11111111111111,11.153846153846152,PARTICULAR_SUBV,GRATUITO,0,,,,
25749,COLEGIO PART. ALICANTE DEL ROSAL,13119,MAIPU,3,2,"-33,490699330000000","-70,77983929000000",0,$50.001 A $100.000,3133,81,108.0,29.00925925925926,38.67901234567901,PARTICULAR_SUBV,$50.001 A $100.000,4,325.0,312.0,302.0,351.0
25750,ESCUELA ESPECIAL SONRISA DE NINOS,13201,PUENTE ALTO,3,2,"-33,608547000000000","-70,59296000000001",0,GRATUITO,87,6,5.0,17.4,14.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25751,COLEGIO LIAHONA CORDILLERA,13110,LA FLORIDA,3,2,"-33,543602300000000","-70,58650000000000",0,$50.001 A $100.000,941,31,52.0,18.096153846153847,30.35483870967742,PARTICULAR_SUBV,$50.001 A $100.000,4,286.0,265.0,261.0,284.0
25752,CENTRO DE EDUC. INTEGRADA DE ADULTOS TALAGANT,13601,TALAGANTE,3,2,"-33,659900000000000","-70,92639000000000",0,GRATUITO,232,6,17.0,13.647058823529411,38.66666666666666,PARTICULAR_SUBV,GRATUITO,0,,,,
25753,CENTRO EDUC. PRINCIPADO DE ASTURIA ADULTO,13201,PUENTE ALTO,3,2,"-33,582470000000000","-70,58065999999999",0,GRATUITO,357,8,19.0,18.789473684210527,44.625,PARTICULAR_SUBV,GRATUITO,0,,,,
25754,ESC. ESPECIAL LAS ESPIGAS DE ESTACION CENTRAL,13106,ESTACION CENTRAL,3,2,"-33,448839999999990","-70,69238000000000",0,GRATUITO,84,6,5.0,16.8,14.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25756,ESCUELA ESPECIAL PART. ELIAS CANESSA VERGARA,13119,MAIPU,3,2,"-33,515169999999990","-70,76395400000000",0,GRATUITO,20,4,2.0,10.0,5.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25757,ESC. ESP. PART. TRIGAL DE HUECHURABA,13107,HUECHURABA,3,2,"-33,375095000000000","-70,63133000000001",0,GRATUITO,90,10,7.0,12.857142857142858,9.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25764,ESC. DE PARV. Y ESP. CASABLANCA DE SAN BERNAR,13401,SAN BERNARDO,3,2,"-33,603985000000000","-70,70261000000001",0,GRATUITO,84,9,8.0,10.5,9.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25765,ESC. ESPECIAL PART. AULENCO,13119,MAIPU,3,2,"-33,488619999999990","-70,73415000000000",0,GRATUITO,112,8,7.0,16.0,14.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25766,LINCOLN COLLEGE SAN MARTIN,13119,MAIPU,3,2,"-33,524323410000000","-70,77775865000000",0,$50.001 A $100.000,1594,44,71.0,22.450704225352112,36.22727272727273,PARTICULAR_SUBV,$50.001 A $100.000,4,285.0,261.0,266.0,305.0
25767,COLEGIO SAN JORGE DE LAS CONDES,13114,LAS CONDES,3,2,"-33,411577729999990","-70,55218472999999",0,MAS DE $100.000,359,14,34.0,10.558823529411764,25.642857142857142,PARTICULAR_SUBV,MAS DE $100.000,5,251.0,269.0,254.0,237.0
25770,LICEO NACIONAL DE MAIPU,13119,MAIPU,1,1,"-33,519165000000000","-70,79245417999999",0,GRATUITO,1357,37,64.0,21.203125,36.67567567567568,MUNICIPAL_CORP,GRATUITO,0,,,287.0,331.0
25772,ESCUELA DE PARV. PART. HAPPY GARDEN,13110,LA FLORIDA,3,2,"-33,537193000000000","-70,59308000000000",0,$25.001 A $50.000,26,0,2.0,13.0,,PARTICULAR_SUBV,$25.001 A $50.000,3,,,,
25773,ESCUELA ESP. PART. SAGRADA FAMILIA DE SAN BER,13401,SAN BERNARDO,3,2,"-33,588272000000000","-70,70475999999999",0,GRATUITO,107,8,5.0,21.4,13.375,PARTICULAR_SUBV,GRATUITO,0,,,,
25774,ESCUELA ESP. PART. ARRAYAN,13110,LA FLORIDA,3,2,"-33,546790000000000","-70,59286000000000",0,GRATUITO,105,10,9.0,11.666666666666666,10.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25775,COLEGIO PARTICULAR DE ADULTOS SANTA MARIA DEL TRABAJO,13119,MAIPU,3,2,"-33,515150000000000","-70,76430499999999",0,GRATUITO,58,2,6.0,9.666666666666666,29.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25776,ESC. PART. PARV. HEIDI GARDEN SCHOOL,13129,SAN JOAQUIN,3,2,"-33,518185000000000","-70,63364400000000",0,GRATUITO,16,2,1.0,16.0,8.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25779,COLEGIO POLIV. CARDENAL JOSE MARIA CARO,13112,LA PINTANA,3,2,"-33,564444420000000","-70,62513826000000",0,GRATUITO,1419,41,107.0,13.261682242990654,34.609756097560975,PARTICULAR_SUBV,GRATUITO,0,286.0,273.0,236.0,253.0
25781,COLEGIO BICENTENARIO ARZOBISPO CRESCENTE ERRAZURIZ,13201,PUENTE ALTO,3,2,"-33,573735610000000","-70,60597188000000",0,GRATUITO,1659,42,115.0,14.42608695652174,39.5,PARTICULAR_SUBV,GRATUITO,0,295.0,275.0,266.0,300.0
25782,ESC. ESP. PART. ARAUCARIAS DE PENALOLEN,13122,PENALOLEN,3,2,"-33,505409999999990","-70,58407600000000",0,GRATUITO,49,4,3.0,16.333333333333332,12.25,PARTICULAR_SUBV,GRATUITO,0,,,,
25783,COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,13129,SAN JOAQUIN,3,2,"-33,487201210000000","-70,63987727000000",0,GRATUITO,557,14,39.0,14.282051282051285,39.785714285714285,PARTICULAR_SUBV,GRATUITO,0,263.0,260.0,260.0,276.0
25784,ESCUELA ESP. PART. ARBOLIRIS,13129,SAN JOAQUIN,3,2,"-33,490093000000000","-70,62900000000000",0,GRATUITO,92,8,9.0,10.22222222222222,11.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25785,COLEGIO PART. ROYAL AMERICAN SCHOOL,13119,MAIPU,4,3,"-33,502926189999990","-70,76202055000000",0,$50.001 A $100.000,544,18,31.0,17.548387096774192,30.22222222222222,PARTICULAR_PAGADO,$50.001 A $100.000,4,297.0,280.0,260.0,251.0
25786,ESCUELA ESPECIAL PARTICULAR KINERET,13125,QUILICURA,3,2,"-33,361460000000000","-70,72924999999999",0,GRATUITO,183,14,11.0,16.636363636363637,13.071428571428571,PARTICULAR_SUBV,GRATUITO,0,,,,
25787,ESC. ESP. PART. DIEGO THOMPSON,13131,SAN RAMON,3,2,"-33,536316000000000","-70,64970000000000",0,GRATUITO,74,6,3.0,24.666666666666668,12.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25788,ESCUELA BASICA ANA FRANK,13125,QUILICURA,2,1,"-33,358668490000000","-70,73691879000000",0,GRATUITO,771,20,55.0,14.018181818181818,38.55,MUNICIPAL_DAEM,GRATUITO,0,282.0,251.0,,
25790,COLEGIO POLIV. DIEGO PORTALES DE MAIPU,13119,MAIPU,3,2,"-33,509721560000000","-70,79033443000000",0,GRATUITO,529,18,28.0,18.892857142857142,29.38888888888889,PARTICULAR_SUBV,GRATUITO,0,254.0,237.0,223.0,219.0
25791,ESCUELA ESP. PART. RIGOBERTA MENCHU,13201,PUENTE ALTO,3,2,"-33,595737000000000","-70,56850400000000",0,GRATUITO,69,12,9.0,7.666666666666667,5.75,PARTICULAR_SUBV,GRATUITO,0,,,,
25792,ESCUELA ESP. PART. SANTA MARIA DE QUILICURA,13125,QUILICURA,3,2,"-33,370739999999990","-70,73504000000000",0,GRATUITO,120,10,8.0,15.0,12.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25793,ESC. ESP. PART. GABRIELA MISTRAL DE PENALOLEN,13122,PENALOLEN,3,2,"-33,468685000000000","-70,56658000000000",0,GRATUITO,45,4,4.0,11.25,11.25,PARTICULAR_SUBV,GRATUITO,0,,,,
25795,COLEGIO PARTICULAR BLUMENTHAL,13601,TALAGANTE,3,2,"-33,687263580000000","-70,97063464999999",0,GRATUITO,343,8,16.0,21.4375,42.875,PARTICULAR_SUBV,GRATUITO,0,,,239.0,220.0
25797,ESCUELA B-SICA PUCARA LASANA,13125,QUILICURA,2,1,"-33,377324110000000","-70,72770616000000",0,GRATUITO,274,10,32.0,8.5625,27.4,MUNICIPAL_DAEM,GRATUITO,0,282.0,289.0,,
25798,COLEGIO RELIGIOSO SANTA MARGARITA,13130,SAN MIGUEL,3,2,"-33,505479920000000","-70,64704376000000",0,GRATUITO,488,16,34.0,14.352941176470589,30.5,PARTICULAR_SUBV,GRATUITO,0,277.0,250.0,249.0,233.0
25799,ESC. BAS. PART. ERNESTINA KRISCHUK,13201,PUENTE ALTO,3,2,"-33,625462600000000","-70,58124169000000",0,GRATUITO,276,10,13.0,21.23076923076923,27.6,PARTICULAR_SUBV,GRATUITO,0,269.0,249.0,,
25801,ESCUELA ESP. LA ESPIGA,13201,PUENTE ALTO,3,2,"-33,582797999999990","-70,57889000000000",0,GRATUITO,275,40,28.0,9.821428571428571,6.875,PARTICULAR_SUBV,GRATUITO,0,,,,
25803,ESC. PART. ALBERT SCHWEITZER,13201,PUENTE ALTO,3,2,"-33,629283729999990","-70,62308812000001",0,GRATUITO,238,8,22.0,10.818181818181818,29.75,PARTICULAR_SUBV,GRATUITO,0,222.0,224.0,,
25804,COLEGIO PART. ANTUPIREN,13122,PENALOLEN,3,2,"-33,475720990000000","-70,55512797999999",0,$50.001 A $100.000,1374,38,53.0,25.92452830188679,36.1578947368421,PARTICULAR_SUBV,$50.001 A $100.000,4,267.0,253.0,261.0,273.0
25807,ESCUELA ESP. PART. LA PASCANA,13110,LA FLORIDA,3,2,"-33,558006000000000","-70,59159000000000",0,GRATUITO,68,6,5.0,13.6,11.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25808,ESC. BAS. PART. LAS NACIONES,13119,MAIPU,3,2,"-33,521861119999990","-70,78667480000000",0,GRATUITO,244,10,20.0,12.2,24.4,PARTICULAR_SUBV,GRATUITO,0,235.0,220.0,,
25809,ESC.ESP. PART.SAN VICENTE DE PAUL DE CONCHAL-,13104,CONCHALI,3,2,"-33,394653000000000","-70,66345000000000",0,GRATUITO,54,4,3.0,18.0,13.5,PARTICULAR_SUBV,GRATUITO,0,,,,
25812,LICEO MUNICIP. DE ADULTOS PEDRO J. RODRIGUEZ,13302,LAMPA,1,1,"-33,235577000000000","-70,80514500000000",0,GRATUITO,103,4,7.0,14.714285714285714,25.75,MUNICIPAL_CORP,GRATUITO,0,,,,
25814,COLEGIO SAYEN,13501,MELIPILLA,3,2,"-33,678942510000000","-71,18883807000000",0,$25.001 A $50.000,520,20,34.0,15.294117647058824,26.0,PARTICULAR_SUBV,$25.001 A $50.000,3,286.0,253.0,224.0,235.0
25818,COLEGIO PART. ADULTOS INSTITUTO ICEL,13101,SANTIAGO,3,2,"-33,442259999999990","-70,66408500000000",0,GRATUITO,1379,33,45.0,30.64444444444445,41.78787878787879,PARTICULAR_SUBV,GRATUITO,0,,,,
25819,ESCUELA ESP. PART. SAN PIO DE PIETRELCINA,13303,TILTIL,3,2,"-33,079037000000000","-70,92803000000001",0,GRATUITO,40,3,3.0,13.333333333333334,13.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25822,ESCUELA DE PARVULOS N°1980  SAN ANTONIO MARIA ZACCARIA II,13101,SANTIAGO,4,3,"-33,467550000000000","-70,65258000000000",0,SIN INFORMACION,33,0,2.0,16.5,,PARTICULAR_PAGADO,SIN INFORMACION,-1,,,,
25824,LICEO SERGIO SILVA BASCUNAN,13112,LA PINTANA,3,2,"-33,564344980000000","-70,64427001999999",0,GRATUITO,582,16,32.0,18.1875,36.375,PARTICULAR_SUBV,GRATUITO,0,,,220.0,248.0
25825,COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES,13114,LAS CONDES,4,3,"-33,388741000000000","-70,53288999999999",0,MAS DE $100.000,776,29,90.0,8.622222222222222,26.75862068965517,PARTICULAR_PAGADO,MAS DE $100.000,5,276.0,289.0,285.0,342.0
25826,COLEGIO ADVENTISTA LA FLORIDA,13110,LA FLORIDA,3,2,"-33,536473590000000","-70,57665489999999",0,MAS DE $100.000,332,14,31.0,10.709677419354838,23.714285714285715,PARTICULAR_SUBV,MAS DE $100.000,5,301.0,273.0,280.0,276.0
25828,ESC. ESPECIAL PART. JAN VAN DIJK,13120,NUNOA,3,2,"-33,454105000000000","-70,62517500000000",0,GRATUITO,43,8,7.0,6.142857142857143,5.375,PARTICULAR_SUBV,GRATUITO,0,,,,
25829,COLEGIO PART. SAN ADRIAN DE QUILICURA,13125,QUILICURA,3,2,"-33,361283270000000","-70,73088382000000",0,$50.001 A $100.000,1052,28,42.0,25.047619047619047,37.57142857142857,PARTICULAR_SUBV,$50.001 A $100.000,4,304.0,280.0,250.0,266.0
25831,ESCUELA BASICA PARTICULAR CONTEMPORA,13110,LA FLORIDA,3,2,"-33,537894930000000","-70,55470427000000",0,GRATUITO,200,8,24.0,8.333333333333334,25.0,PARTICULAR_SUBV,GRATUITO,0,248.0,243.0,,
25832,COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO,13130,SAN MIGUEL,4,3,"-33,487767769999990","-70,65133032000000",0,MAS DE $100.000,481,17,32.0,15.03125,28.294117647058822,PARTICULAR_PAGADO,MAS DE $100.000,5,305.0,300.0,284.0,281.0
25833,ESCUELA BASICA N° 1986 SAINT PAUL MONTESSORI SCHOOL,13114,LAS CONDES,4,3,"-33,421802000000000","-70,58768000000001",0,MAS DE $100.000,85,13,37.0,2.2972972972972974,6.538461538461538,PARTICULAR_PAGADO,MAS DE $100.000,5,297.0,284.0,,
25834,ESCUELA ESP. PART. EL PRINCIPITO DE LO HERRER,13401,SAN BERNARDO,3,2,"-33,670834000000000","-70,74203500000000",0,GRATUITO,143,10,7.0,20.428571428571427,14.3,PARTICULAR_SUBV,GRATUITO,0,,,,
25836,ESCUELA PART. ROSA JARAQUEMADA,13120,NUNOA,3,2,"-33,452027129999990","-70,62421611000001",0,$25.001 A $50.000,141,7,9.0,15.666666666666666,20.142857142857142,PARTICULAR_SUBV,$25.001 A $50.000,3,283.0,282.0,,
25838,ESCUELA BAS. MY GARDEN SCHOOL,13117,LO PRADO,3,2,"-33,443954169999990","-70,72220958000000",0,$10.001 A $25.000,208,10,17.0,12.235294117647058,20.8,PARTICULAR_SUBV,$10.001 A $25.000,2,289.0,279.0,,
25839,ESC. BAS. Y ESP. CELEI,13117,LO PRADO,3,2,"-33,448283900000000","-70,71826202000000",0,MAS DE $100.000,171,16,11.0,15.545454545454543,10.6875,PARTICULAR_SUBV,MAS DE $100.000,5,260.0,214.0,251.0,238.0
25842,COLEGIO DIVINA PASTORA,13110,LA FLORIDA,4,3,"-33,545686920000000","-70,58866088000001",0,MAS DE $100.000,693,26,49.0,14.142857142857142,26.653846153846157,PARTICULAR_PAGADO,MAS DE $100.000,5,278.0,268.0,289.0,262.0
25843,COLEGIO PART. SAGRADO CORAZON DE TALAGANTE,13601,TALAGANTE,3,2,"-33,652328880000000","-70,89579438000000",0,MAS DE $100.000,969,28,56.0,17.303571428571427,34.607142857142854,PARTICULAR_SUBV,MAS DE $100.000,5,291.0,287.0,277.0,294.0
25845,ESCUELA PART. SAN MARCELO N_ 3,13112,LA PINTANA,3,2,"-33,622473130000000","-70,63324941000000",0,GRATUITO,287,12,27.0,10.62962962962963,23.916666666666668,PARTICULAR_SUBV,GRATUITO,0,260.0,270.0,,
25847,ESCUELA ESP. PART. SANTA ROSA DE MELIPILLA,13501,MELIPILLA,3,2,"-33,682220000000000","-71,22067000000000",0,GRATUITO,172,12,7.0,24.571428571428573,14.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25850,COLEGIO DEL VALLE,13119,MAIPU,3,2,"-33,552390860000000","-70,78193489000000",0,MAS DE $100.000,963,27,43.0,22.3953488372093,35.666666666666664,PARTICULAR_SUBV,MAS DE $100.000,5,273.0,254.0,259.0,240.0
25851,ESC. PART. EL ARRAYAN DE MAIPU,13119,MAIPU,3,2,"-33,480331500000000","-70,73707526000000",0,GRATUITO,359,10,15.0,23.933333333333334,35.9,PARTICULAR_SUBV,GRATUITO,0,285.0,278.0,,
25852,COLEGIO DIVINA PASTORA NUNOA,13120,NUNOA,4,3,"-33,459127480000000","-70,60557618999999",0,MAS DE $100.000,951,27,48.0,19.8125,35.22222222222222,PARTICULAR_PAGADO,MAS DE $100.000,5,289.0,284.0,277.0,274.0
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,13125,QUILICURA,3,2,"-33,357961009999990","-70,72128708000000",0,GRATUITO,1323,35,64.0,20.671875,37.8,PARTICULAR_SUBV,GRATUITO,0,221.0,227.0,221.0,221.0
25854,CENTRO ESTI. DE HAB. COMUNICATIVAS AMERICA,13401,SAN BERNARDO,3,2,"-33,581290000000000","-70,70463599999999",0,GRATUITO,71,6,5.0,14.2,11.833333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25855,LICEO BICENTENARIO CHACABUCO,13301,COLINA,1,1,"-33,195489560000000","-70,68097963000000",0,GRATUITO,1043,24,38.0,27.44736842105263,43.458333333333336,MUNICIPAL_CORP,GRATUITO,0,,,263.0,283.0
25856,ESCUELA ESP. PART. APRAVI,13126,QUINTA NORMAL,3,2,"-33,425838000000000","-70,71083100000000",0,GRATUITO,47,4,4.0,11.75,11.75,PARTICULAR_SUBV,GRATUITO,0,,,,
25859,ESCUELA ESP. PART. RALUI,13101,SANTIAGO,3,2,"-33,456387999999990","-70,63826600000000",0,GRATUITO,72,6,6.0,12.0,12.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25860,ESCUELA ESP. PART. CORDILLERA ORIENTE,13201,PUENTE ALTO,3,2,"-33,569400000000000","-70,58713500000000",0,GRATUITO,157,12,9.0,17.444444444444443,13.083333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
25862,ESCUELA ESP. PART. CAPULLITOS DE SOL,13118,MACUL,3,2,"-33,490845000000000","-70,60368000000000",0,GRATUITO,264,24,21.0,12.571428571428571,11.0,PARTICULAR_SUBV,GRATUITO,0,,,,
25865,SAN IGNACIO COLLEGE,13401,SAN BERNARDO,3,2,"-33,616618230000000","-70,70388548000000",0,GRATUITO,732,21,44.0,16.636363636363637,34.857142857142854,PARTICULAR_SUBV,GRATUITO,0,264.0,274.0,224.0,220.0
25867,ESCUELA PART. AMANECER DE LA GRANJA,13111,LA GRANJA,3,2,"-33,543895999999990","-70,62755600000000",0,GRATUITO,102,7,7.0,14.571428571428571,14.571428571428571,PARTICULAR_SUBV,GRATUITO,0,,,,
